#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 12 03 14 00 257  3.8  5.0  2.75 13.79  7.67 999 1010.6  24.7  26.3 999.0 99.0 99.00
2007 12 03 15 00 263  4.5  5.7  2.50 10.00  7.45 999 1010.9  24.9  26.3 999.0 99.0 99.00
2007 12 03 16 00 298  3.2  4.2  2.84 13.79  8.18 999 1011.3  24.9  26.3 999.0 99.0 99.00
2007 12 03 17 00 355  1.9  2.9  2.73 13.79  8.14 999 1011.9  24.7  26.3 999.0 99.0 99.00
2007 12 03 18 00 316  0.7  1.6  2.79 13.79  8.01 999 1012.7  24.9  26.3 999.0 99.0 99.00
2007 12 03 19 00 264  3.2  4.6  2.71 13.79  8.20 999 1013.4  24.3  26.3 999.0 99.0 99.00
2007 12 03 20 00 238  1.5  2.5  2.66 12.12  8.29 999 1013.8  24.8  26.3 999.0 99.0 99.00
2007 12 03 21 00 230  1.0  2.0  2.77 12.90  8.67 999 1013.7  25.2  26.4 999.0 99.0 99.00
2007 12 03 22 00 220  4.9  6.3  2.96 12.90  8.64 999 1013.4  24.7  26.4 999.0 99.0 99.00
2007 12 03 23 00 218  5.7  7.2  3.03 12.90  8.83 999 1012.4  25.7  26.5 999.0 99.0 99.00
2007 12 04 00 00 225  6.1  8.5  3.12 12.90  8.78 999 1011.7  25.9  26.5 999.0 99.0 99.00
2007 12 04 01 00 222  6.9  8.6  2.92 11.43  8.15 999 1011.4  25.9  26.5 999.0 99.0 99.00
2007 12 04 02 00 264  5.8  6.9  3.32 13.79  8.44 999 1011.7  25.0  26.5 999.0 99.0 99.00
2007 12 04 03 00 247  5.3  6.6  3.48 13.79  8.89 999 1012.0  24.9  26.5 999.0 99.0 99.00
2007 12 04 04 00 216  5.8  7.1  3.41 14.81  8.98 999 1012.9  25.4  26.4 999.0 99.0 99.00
2007 12 04 05 00 234  5.5  6.9  3.85 13.79  9.53 999 1013.4  25.8  26.4 999.0 99.0 99.00
2007 12 04 06 00 218  5.8  7.8  3.71 14.81  8.95 999 1014.0  25.3  26.4 999.0 99.0 99.00
2007 12 04 07 00 204  5.8  7.8  3.53 14.81  8.91 999 1014.7  25.5  26.4 999.0 99.0 99.00
2007 12 04 08 00 201  5.4  7.4  3.86 13.79  9.49 999 1015.3  25.7  26.4 999.0 99.0 99.00
2007 12 04 09 00 210  6.7  8.9  3.81 13.79  9.43 999 1015.3  25.9  26.4 999.0 99.0 99.00
2007 12 04 10 00 209  6.9  9.4  3.74 13.79  9.38 999 1015.4  25.8  26.3 999.0 99.0 99.00
2007 12 04 11 00 203  7.9  9.8  3.35 13.79  8.70 999 1014.9  26.0  26.3 999.0 99.0 99.00
2007 12 04 12 00 216  7.5 10.5  3.45 13.79  8.33 999 1014.6  25.6  26.3 999.0 99.0 99.00
2007 12 04 13 00 215  8.5 10.0  3.22 13.79  7.94 999 1013.9  25.9  26.3 999.0 99.0 99.00
2007 12 04 14 00 217  8.6 11.1  3.36 13.79  7.86 999 1013.8  25.9  26.3 999.0 99.0 99.00
2007 12 04 15 00 216  8.7 10.8  3.08 13.79  7.61 999 1013.7  25.9  26.3 999.0 99.0 99.00
2007 12 04 16 00 211  8.6 10.8  3.16 12.90  7.12 999 1013.8  25.8  26.3 999.0 99.0 99.00
2007 12 04 17 00 207  8.4 10.3  3.16 13.79  7.61 999 1014.2  25.8  26.3 999.0 99.0 99.00
2007 12 04 18 00 212  8.9 11.2  2.92 13.79  7.28 999 1014.5  25.9  26.3 999.0 99.0 99.00
2007 12 04 19 00 212  8.4 10.2  2.80 13.79  6.46 999 1014.9  26.1  26.3 999.0 99.0 99.00
2007 12 04 20 00 202 10.4 13.0  2.84 13.79  6.88 999 1015.1  26.1  26.3 999.0 99.0 99.00
2007 12 04 21 00 202 10.3 12.0  2.83 13.79  6.24 999 1015.1  26.1  26.3 999.0 99.0 99.00
2007 12 04 22 00 204  9.7 11.7  2.97 12.90  6.57 999 1014.6  26.1  26.3 999.0 99.0 99.00
2007 12 04 23 00 208  9.9 13.0  2.83 13.79  6.26 999 1013.7  26.1  26.3 999.0 99.0 99.00
2007 12 05 00 00 212 10.4 13.0  2.51 14.81  5.72 999 1012.6  26.3  26.3 999.0 99.0 99.00
2007 12 05 01 00 214 10.8 13.0  2.85 12.90  6.02 999 1012.0  26.3  26.3 999.0 99.0 99.00
2007 12 05 02 00 220 10.5 12.7  2.76 13.79  5.93 999 1012.0  26.4  26.3 999.0 99.0 99.00
2007 12 05 03 00 223 10.2 12.2  2.65 13.79  5.84 999 1012.4  26.3  26.3 999.0 99.0 99.00
2007 12 05 04 00 220 10.4 12.4  2.80 12.90  5.98 999 1012.5  26.3  26.3 999.0 99.0 99.00
2007 12 05 05 00 217 11.6 14.2  2.72 12.90  5.88 999 1013.0  26.3  26.3 999.0 99.0 99.00
2007 12 05 06 00 213 11.6 14.5  2.73 12.12  5.76 999 1012.6  26.2  26.2 999.0 99.0 99.00
2007 12 05 07 00 214 11.4 13.7  2.79  6.25  5.48 999 1012.8  26.3  26.3 999.0 99.0 99.00
2007 12 05 08 00 218 11.2 13.5  3.01  6.67  5.58 999 1013.3  26.2  26.2 999.0 99.0 99.00
2007 12 05 09 00 223 11.9 14.2  2.91  6.67  5.72 999 1013.4  26.3  26.2 999.0 99.0 99.00
2007 12 05 10 00 214 13.4 16.5  3.13  6.67  5.81 999 1012.3  26.3  26.2 999.0 99.0 99.00
2007 12 05 11 00 211 14.6 17.3  3.13  6.67  5.78 999 1011.3  26.2  26.2 999.0 99.0 99.00
2007 12 05 12 00 219 13.3 16.3  3.17 12.90  5.86 999 1011.1  26.2  26.2 999.0 99.0 99.00
2007 12 05 13 00 223 11.5 14.3  3.28  6.67  5.83 999 1011.0  26.1  26.2 999.0 99.0 99.00
2007 12 05 14 00 270 10.7 15.0  3.49  7.69  6.40 999 1011.5  22.2  26.2 999.0 99.0 99.00
2007 12 05 15 00 281  9.5 12.0  3.23  7.69  6.31 999 1010.9  24.0  26.2 999.0 99.0 99.00
2007 12 05 16 00 265 11.0 13.5  3.48  7.69  6.43 999 1010.9  24.6  26.2 999.0 99.0 99.00
2007 12 05 17 00 293 12.0 15.8  3.70  8.33  6.40 999 1011.1  24.9  26.2 999.0 99.0 99.00
2007 12 05 18 00 308 12.3 15.6  3.82  8.33  6.41 999 1011.6  24.5  26.2 999.0 99.0 99.00
2007 12 05 19 00 298 10.3 13.2  4.22  9.09  6.69 999 1012.5  24.1  26.2 999.0 99.0 99.00
2007 12 05 20 00 295 11.1 13.8  4.46  9.09  6.73 999 1012.3  24.7  26.2 999.0 99.0 99.00
2007 12 05 21 00 296  9.5 12.6  4.29  9.09  7.03 999 1012.2  25.0  26.2 999.0 99.0 99.00
2007 12 05 22 00 298 10.8 13.0  4.29 10.00  6.92 999 1011.5  25.0  26.2 999.0 99.0 99.00
2007 12 05 23 00 304 11.2 13.1  3.91 10.00  6.66 999 1010.7  24.7  26.2 999.0 99.0 99.00
2007 12 06 00 00 299 10.4 12.7  3.85  9.09  6.64 999 1009.7  24.7  26.2 999.0 99.0 99.00
2007 12 06 01 00 307 10.9 13.1  4.31  9.09  7.16 999 1009.1  24.7  26.2 999.0 99.0 99.00
2007 12 06 02 00 303  9.4 12.2  4.21  9.09  7.46 999 1009.1  24.8  26.2 999.0 99.0 99.00
2007 12 06 03 00 310  9.2 11.4  4.57 12.90  8.03 999 1009.5  24.8  26.2 999.0 99.0 99.00
2007 12 06 04 00 312  9.9 12.2  4.26 14.81  7.94 999 1009.9  24.7  26.2 999.0 99.0 99.00
2007 12 06 05 00 318  9.7 12.3  4.94 16.00  8.58 999 1010.1  24.9  26.2 999.0 99.0 99.00
2007 12 06 06 00 308  8.7 11.9  4.61 12.90  8.36 999 1010.8  24.9  26.2 999.0 99.0 99.00
2007 12 06 07 00 309  8.1 10.5  5.27 16.00  9.44 999 1011.1  24.9  26.2 999.0 99.0 99.00
2007 12 06 08 00 310  7.7 10.8  5.08 16.00  9.48 999 1011.4  25.1  26.2 999.0 99.0 99.00
2007 12 06 09 00 296  7.0 10.2  4.90 16.00  9.28 999 1011.1  24.3  26.2 999.0 99.0 99.00
2007 12 06 10 00 313  7.8 10.0  4.66 14.81  9.17 999 1010.8  24.8  26.2 999.0 99.0 99.00
2007 12 06 11 00 323  8.2 10.2  5.62 14.81  9.91 999 1010.2  24.7  26.2 999.0 99.0 99.00
2007 12 06 12 00 324  8.7 11.6  5.70 14.81  9.78 999 1009.7  24.3  26.2 999.0 99.0 99.00
2007 12 06 13 00 310  7.6  9.4  4.58 14.81  8.95 999 1009.0  24.5  26.2 999.0 99.0 99.00
2007 12 06 14 00 323  9.3 12.0  4.67 14.81  8.90 999 1008.5  24.6  26.2 999.0 99.0 99.00
2007 12 06 15 00 297  8.0 10.7  4.67 14.81  8.95 999 1008.4  23.4  26.2 999.0 99.0 99.00
2007 12 06 16 00 311  8.5 11.4  4.73 13.79  8.92 999 1008.3  23.2  26.2 999.0 99.0 99.00
2007 12 06 17 00 311  8.1 11.7  5.03 13.79  9.28 999 1008.7  24.1  26.2 999.0 99.0 99.00
2007 12 06 18 00 303  6.3  8.0  4.71 14.81  9.08 999 1009.1  24.0  26.2 999.0 99.0 99.00
2007 12 06 19 00 322 10.4 13.0  5.22 12.90  9.61 999 1009.5  23.6  26.2 999.0 99.0 99.00
2007 12 06 20 00 322  8.0 10.3  4.95 13.79  8.91 999 1009.8  24.2  26.2 999.0 99.0 99.00
2007 12 06 21 00 322  7.9 10.1  4.22 12.90  8.17 999 1009.8  24.1  26.2 999.0 99.0 99.00
2007 12 06 22 00 324  6.6  8.4  4.59 13.79  8.56 999 1009.3  23.9  26.2 999.0 99.0 99.00
2007 12 06 23 00 319  5.0  6.8  5.17 12.90  9.16 999 1008.2  23.6  26.2 999.0 99.0 99.00
2007 12 07 00 00 321  7.7  9.7  4.28 12.90  8.42 999 1007.6  22.8  26.2 999.0 99.0 99.00
2007 12 07 01 00 315  4.9  6.8  4.67 13.79  8.95 999 1007.2  23.7  26.2 999.0 99.0 99.00
2007 12 07 02 00 314  5.9  9.0  4.02 12.90  8.61 999 1007.1  23.6  26.2 999.0 99.0 99.00
2007 12 07 03 00 273  4.5  5.7  4.28 12.90  8.63 999 1007.1  24.4  26.2 999.0 99.0 99.00
2007 12 07 04 00 297  6.5  8.2  4.32 13.79  9.02 999 1007.7  24.7  26.2 999.0 99.0 99.00
2007 12 07 05 00 291  6.7  9.6  4.19 12.90  8.46 999 1008.2  24.9  26.2 999.0 99.0 99.00
2007 12 07 06 00 299  7.1  9.7  4.56 13.79  8.94 999 1009.1  24.5  26.2 999.0 99.0 99.00
2007 12 07 07 00 297  5.1  7.2  3.92 12.90  8.25 999 1009.7  24.3  26.2 999.0 99.0 99.00
2007 12 07 08 00 279  6.5  7.8  4.42 13.79  9.11 999 1009.8  24.8  26.2 999.0 99.0 99.00
2007 12 07 09 00 293  6.2  7.5  3.71 13.79  7.91 999 1009.8  24.5  26.2 999.0 99.0 99.00
2007 12 07 10 00 281  6.8  8.3  3.50 12.90  7.87 999 1009.8  24.5  26.1 999.0 99.0 99.00
2007 12 07 11 00 269  7.0  8.9  4.04 14.81  8.55 999 1009.5  24.3  26.1 999.0 99.0 99.00
2007 12 07 12 00 258  7.6 10.9  3.49 13.79  8.24 999 1009.0  24.0  26.1 999.0 99.0 99.00
2007 12 07 13 00 270  6.8  8.3  3.70 13.79  8.26 999 1008.4  24.2  26.1 999.0 99.0 99.00
2007 12 07 14 00 287  7.5  8.8  3.12 13.79  7.75 999 1007.9  24.0  26.1 999.0 99.0 99.00
2007 12 07 15 00 280  7.1  8.5  3.02 13.79  7.50 999 1008.1  24.4  26.1 999.0 99.0 99.00
2007 12 07 16 00 273  7.1  8.7  3.01 13.79  7.65 999 1008.2  24.4  26.1 999.0 99.0 99.00
2007 12 07 17 00 281  6.4  7.5  3.44 13.79  8.26 999 1008.7  24.3  26.1 999.0 99.0 99.00
2007 12 07 18 00 275  6.1  7.6  3.04 12.90  7.65 999 1009.4  24.5  26.1 999.0 99.0 99.00
2007 12 07 19 00 272  5.9  7.1  3.14 12.90  8.07 999 1010.0  24.3  26.1 999.0 99.0 99.00
2007 12 07 20 00 266  5.4  6.9  3.05 13.79  7.85 999 1010.6  24.6  26.1 999.0 99.0 99.00
2007 12 07 21 00 261  5.7  7.6  2.65 12.12  7.22 999 1010.5  24.7  26.1 999.0 99.0 99.00
2007 12 07 22 00 253  5.8  7.2  2.47 12.90  7.11 999 1009.8  24.8  26.2 999.0 99.0 99.00
2007 12 07 23 00 259  5.7  7.0  2.76 12.90  7.39 999 1009.0  24.8  26.2 999.0 99.0 99.00
2007 12 08 00 00 256  5.8  7.3  2.82 12.90  7.74 999 1008.2  25.0  26.2 999.0 99.0 99.00
2007 12 08 01 00 269  6.8  8.8  2.93 12.90  8.25 999 1007.7  24.4  26.2 999.0 99.0 99.00
2007 12 08 02 00 245  4.2  5.9  3.00 12.12  7.89 999 1008.0  24.7  26.2 999.0 99.0 99.00
2007 12 08 03 00 257  5.0  6.3  2.78 12.90  7.77 999 1008.5  25.0  26.2 999.0 99.0 99.00
2007 12 08 04 00 259  3.7  5.6  3.21 12.90  7.90 999 1009.3  24.1  26.2 999.0 99.0 99.00
2007 12 08 05 00 274  4.3  5.5  3.12 12.12  7.90 999 1010.0  24.5  26.2 999.0 99.0 99.00
2007 12 08 06 00 275  7.4  8.9  3.22 12.12  7.90 999 1010.9  23.9  26.1 999.0 99.0 99.00
2007 12 08 07 00 282  7.8  9.5  2.60 12.12  6.83 999 1011.4  23.0  26.1 999.0 99.0 99.00
2007 12 08 08 00 257  3.3  4.5  2.73 11.43  7.41 999 1011.6  24.6  26.1 999.0 99.0 99.00
2007 12 08 09 00 251  3.3  4.3  2.69 11.43  7.85 999 1011.4  24.6  26.1 999.0 99.0 99.00
2007 12 08 10 00 216  6.1  7.5  2.62 11.43  7.48 999 1011.3  24.9  26.1 999.0 99.0 99.00
2007 12 08 11 00 241  4.6  5.9  2.73 11.43  7.63 999 1011.1  24.6  26.1 999.0 99.0 99.00
2007 12 08 12 00 252  5.5  7.0  2.43 10.00  7.12 999 1010.7  24.8  26.1 999.0 99.0 99.00
2007 12 08 13 00 244  5.4  6.8  2.45 10.81  7.11 999 1010.5  24.8  26.1 999.0 99.0 99.00
2007 12 08 14 00 245  4.7  5.9  2.43  9.09  7.22 999 1010.8  24.8  26.1 999.0 99.0 99.00
2007 12 08 15 00 238  4.0  5.5  2.47  9.09  7.50 999 1011.2  24.7  26.1 999.0 99.0 99.00
2007 12 08 16 00 223  4.6  5.8  2.37 11.43  7.48 999 1011.2  24.7  26.1 999.0 99.0 99.00
2007 12 08 17 00 237  4.7  6.6  2.22  9.09  7.18 999 1011.6  24.8  26.1 999.0 99.0 99.00
2007 12 08 18 00 244  4.9  6.1  2.20 10.00  7.14 999 1012.8  24.9  26.1 999.0 99.0 99.00
2007 12 08 19 00 243  4.7  6.4  2.24  9.09  7.08 999 1013.5  25.0  26.1 999.0 99.0 99.00
2007 12 08 20 00 229  4.6  6.0  2.11  8.33  6.94 999 1013.8  25.1  26.1 999.0 99.0 99.00
2007 12 08 21 00 240  4.3  5.7  2.21  8.33  6.86 999 1014.1  25.2  26.1 999.0 99.0 99.00
2007 12 08 22 00 242  5.2  6.0  1.97 10.00  6.59 999 1013.7  26.1  26.2 999.0 99.0 99.00
2007 12 08 23 00 220  3.9  5.2  1.97  8.33  6.65 999 1013.1  25.4  26.2 999.0 99.0 99.00
2007 12 09 00 00 218  4.1  5.4  1.93  9.09  6.50 999 1012.0  25.4  26.2 999.0 99.0 99.00
2007 12 09 01 00 238  4.2  5.0  2.11  9.09  7.11 999 1011.6  25.5  26.3 999.0 99.0 99.00
2007 12 09 02 00 241  4.0  4.8  1.99  9.09  6.81 999 1011.6  25.6  26.3 999.0 99.0 99.00
2007 12 09 03 00 263  3.3  4.3  1.99  9.09  7.06 999 1011.8  25.4  26.2 999.0 99.0 99.00
2007 12 09 04 00 255  3.0  4.0  2.05  8.33  7.21 999 1012.1  25.2  26.2 999.0 99.0 99.00
2007 12 09 05 00 255  2.8  3.8  1.96  8.33  7.12 999 1012.8  25.0  26.2 999.0 99.0 99.00
2007 12 09 06 00 265  1.9  2.8  2.08  9.09  7.39 999 1014.0  25.0  26.1 999.0 99.0 99.00
2007 12 09 07 00 246  1.6  2.6  1.97 14.81  7.50 999 1014.3  25.0  26.1 999.0 99.0 99.00
2007 12 09 08 00 265  1.6  2.5  2.06  9.09  7.48 999 1014.8  24.9  26.1 999.0 99.0 99.00
2007 12 09 09 00 252  1.3  2.2  1.85 14.81  7.39 999 1015.2  24.9  26.1 999.0 99.0 99.00
2007 12 09 10 00 212  2.3  3.0  2.05 10.00  7.70 999 1014.7  25.0  26.1 999.0 99.0 99.00
2007 12 09 11 00 231  2.4  3.3  1.76  9.09  7.25 999 1014.3  24.8  26.1 999.0 99.0 99.00
2007 12 09 12 00 199  1.8  3.0  1.99 14.81  8.08 999 1014.1  24.7  26.1 999.0 99.0 99.00
2007 12 09 13 00 212  2.2  3.4  1.88  8.33  7.52 999 1013.8  24.7  26.1 999.0 99.0 99.00
2007 12 09 14 00 226  1.9  3.0  1.92  9.09  7.61 999 1013.4  24.7  26.1 999.0 99.0 99.00
2007 12 09 15 00 230  1.6  2.6  2.30  8.33  7.92 999 1013.2  24.6  26.1 999.0 99.0 99.00
2007 12 09 16 00 196  0.5  1.4  2.12  8.33  7.51 999 1013.8  24.6  26.1 999.0 99.0 99.00
2007 12 09 17 00 166  1.2  2.0  2.14  8.33  7.66 999 1014.4  24.7  26.1 999.0 99.0 99.00
2007 12 09 18 00 113  1.0  1.7  2.16  8.33  7.77 999 1015.3  24.7  26.1 999.0 99.0 99.00
2007 12 09 19 00 145  1.8  3.0  2.21 13.79  7.85 999 1015.6  25.4  26.1 999.0 99.0 99.00
2007 12 09 20 00 140  2.0  2.9  2.11 14.81  7.74 999 1015.9  25.5  26.1 999.0 99.0 99.00
2007 12 09 21 00 127  1.8  2.6  1.97 14.81  7.51 999 1015.9  25.5  26.2 999.0 99.0 99.00
2007 12 09 22 00  72  1.4  2.3  2.04  8.33  7.42 999 1015.4  25.4  26.3 999.0 99.0 99.00
2007 12 09 23 00  88  1.6  2.3  2.00 13.79  7.33 999 1014.5  25.3  26.4 999.0 99.0 99.00
2007 12 10 00 00  64  1.3  2.3  1.85  9.09  7.04 999 1013.5  25.3  26.5 999.0 99.0 99.00
2007 12 10 01 00  84  1.7  2.8  1.89 13.79  7.03 999 1013.4  25.4  26.6 999.0 99.0 99.00
2007 12 10 02 00  60  2.0  2.8  1.86 13.79  7.12 999 1013.4  25.4  26.6 999.0 99.0 99.00
2007 12 10 03 00  63  3.2  4.6  1.85  8.33  7.12 999 1013.5  25.3  26.6 999.0 99.0 99.00
2007 12 10 04 00  48  2.7  4.4  2.03 13.79  7.66 999 1014.1  25.3  26.5 999.0 99.0 99.00
2007 12 10 05 00  50  3.3  4.2  1.77  8.33  7.22 999 1014.6  25.3  26.3 999.0 99.0 99.00
2007 12 10 06 00  42  4.0  4.7  2.01  8.33  7.67 999 1015.1  25.3  26.2 999.0 99.0 99.00
2007 12 10 07 00  36  4.4  5.4  2.11 12.90  7.50 999 1015.5  25.4  26.2 999.0 99.0 99.00
2007 12 10 08 00  53  5.0  5.9  1.98 12.12  7.22 999 1015.7  25.3  26.3 999.0 99.0 99.00
2007 12 10 09 00  54  5.5  6.5  2.32  9.09  7.29 999 1015.7  25.4  26.2 999.0 99.0 99.00
2007 12 10 10 00  52  5.6  7.2  1.94 12.90  6.73 999 1015.5  25.2  26.1 999.0 99.0 99.00
2007 12 10 11 00  55  5.7  6.8  1.95 12.90  6.55 999 1015.1  25.1  26.1 999.0 99.0 99.00
2007 12 10 12 00  72  5.6  6.7  2.00 12.12  6.58 999 1014.9  24.7  26.1 999.0 99.0 99.00
2007 12 10 13 00  61  6.8  8.1  2.08  8.33  6.62 999 1014.3  24.6  26.0 999.0 99.0 99.00
2007 12 10 14 00  54  5.1  6.2  1.97 12.12  6.55 999 1014.0  24.6  26.0 999.0 99.0 99.00
2007 12 10 15 00  41  5.6  7.0  1.92  9.09  6.69 999 1014.1  24.9  26.0 999.0 99.0 99.00
2007 12 10 16 00  35  5.0  6.1  2.10 11.43  7.16 999 1014.3  24.9  26.0 999.0 99.0 99.00
2007 12 10 17 00  51  6.4  7.7  1.92 11.43  6.72 999 1014.8  24.3  26.0 999.0 99.0 99.00
2007 12 10 18 00  76  7.1  8.3  1.97 10.81  6.47 999 1015.1  24.4  26.0 999.0 99.0 99.00
2007 12 10 19 00  80  5.5  6.6  1.94  9.09  6.21 999 1015.5  24.8  26.0 999.0 99.0 99.00
2007 12 10 20 00  93  6.2  7.4  2.03 10.81  6.81 999 1015.8  25.4  26.0 999.0 99.0 99.00
2007 12 10 21 00  83  6.4  7.4  1.91 11.43  6.33 999 1015.8  25.0  26.0 999.0 99.0 99.00
2007 12 10 22 00  80  6.4  7.6  1.70 10.81  6.40 999 1015.3  25.1  26.1 999.0 99.0 99.00
2007 12 10 23 00  65  4.4  5.6  2.06  9.09  6.50 999 1014.5  25.0  26.1 999.0 99.0 99.00
2007 12 11 00 00  49  4.0  4.7  1.97  9.09  6.92 999 1013.4  25.3  26.1 999.0 99.0 99.00
2007 12 11 01 00  44  5.2  6.0  1.90  9.09  6.49 999 1013.2  24.8  26.1 999.0 99.0 99.00
2007 12 11 02 00  59  5.3  6.3  1.94  9.09  6.61 999 1013.2  25.0  26.1 999.0 99.0 99.00
2007 12 11 03 00  46  6.8  8.1  1.97  9.09  6.18 999 1013.5  25.1  26.1 999.0 99.0 99.00
2007 12 11 04 00  52  6.5  7.7  2.04 10.00  6.31 999 1013.7  25.2  26.1 999.0 99.0 99.00
2007 12 11 05 00  58  6.0  7.4  2.03  9.09  6.19 999 1014.3  25.1  26.0 999.0 99.0 99.00
2007 12 11 06 00  58  6.6  7.7  1.97  9.09  6.15 999 1014.8  25.4  25.8 999.0 99.0 99.00
2007 12 11 07 00  70  5.8  7.2  1.82  8.33  5.91 999 1015.0  25.4  25.7 999.0 99.0 99.00
2007 12 11 08 00  49  6.7  8.3  2.10  9.09  6.30 999 1015.4  25.1  25.7 999.0 99.0 99.00
2007 12 11 09 00  43  7.4  8.8  1.90  8.33  5.62 999 1015.5  24.3  25.8 999.0 99.0 99.00
2007 12 11 10 00  94  7.2  9.0  2.02  8.33  5.66 999 1015.3  23.8  25.8 999.0 99.0 99.00
2007 12 11 11 00  54  4.4  6.6  2.15  9.09  5.97 999 1014.7  24.7  25.8 999.0 99.0 99.00
2007 12 11 12 00  55  7.2  8.3  2.10  9.09  5.72 999 1014.3  25.7  25.8 999.0 99.0 99.00
2007 12 11 13 00  66  6.3  7.8  2.12  9.09  5.72 999 1013.6 999.0  25.8 999.0 99.0 99.00
2007 12 11 14 00  63  6.1  8.0  2.19  9.09  5.98 999 1013.2 999.0  25.8 999.0 99.0 99.00
2007 12 11 15 00  56  6.5  8.2  2.17  9.09  6.10 999 1013.4 999.0  25.8 999.0 99.0 99.00
2007 12 11 16 00  63  7.4  8.6  2.23  9.09  5.97 999 1013.6 999.0  25.8 999.0 99.0 99.00
2007 12 11 17 00  64  6.9  8.3  2.25  9.09  6.05 999 1013.9 999.0  25.8 999.0 99.0 99.00
2007 12 11 18 00  72  6.6  8.0  2.27  8.33  5.97 999 1014.5 999.0  25.8 999.0 99.0 99.00
2007 12 11 19 00  87  7.1  8.9  2.40  9.09  6.14 999 1015.1 999.0  25.8 999.0 99.0 99.00
2007 12 11 20 00  87  6.6  8.0  2.01  9.09  5.97 999 1015.6 999.0  25.8 999.0 99.0 99.00
2007 12 11 21 00  75  6.4  7.7  1.85  9.09  5.68 999 1015.5 999.0  25.8 999.0 99.0 99.00
2007 12 11 22 00  86  6.9  8.0  2.06 14.81  6.46 999 1015.2 999.0  25.8 999.0 99.0 99.00
2007 12 11 23 00  93  6.6  7.8  1.96  9.09  6.15 999 1014.5 999.0  25.8 999.0 99.0 99.00
2007 12 12 00 00  81  6.4  7.6  2.09  9.09  6.30 999 1013.7 999.0  25.9 999.0 99.0 99.00
2007 12 12 01 00  75  7.2  8.4  2.12  9.09  6.45 999 1013.1 999.0  25.9 999.0 99.0 99.00
2007 12 12 02 00  65  7.3  8.7  2.18 16.00  6.36 999 1013.0 999.0  26.0 999.0 99.0 99.00
2007 12 12 03 00  75  8.1  9.2  2.18  9.09  6.27 999 1013.1 999.0  26.0 999.0 99.0 99.00
2007 12 12 04 00  72  8.3 10.1  2.25 14.81  6.09 999 1013.4 999.0  26.0 999.0 99.0 99.00
2007 12 12 05 00  78  8.4 10.2  2.44 14.81  6.32 999 1013.9 999.0  26.0 999.0 99.0 99.00
2007 12 12 06 00  85  6.2  8.1  2.28  9.09  6.06 999 1014.7 999.0  26.0 999.0 99.0 99.00
2007 12 12 07 00  87  7.1  8.9  2.39  6.67  6.31 999 1015.2 999.0  26.0 999.0 99.0 99.00
2007 12 12 08 00  96  7.7  9.3  2.37  9.09  6.18 999 1015.3 999.0  26.0 999.0 99.0 99.00
2007 12 12 09 00  97  7.4  9.0  2.35  6.67  6.07 999 1015.5 999.0  25.9 999.0 99.0 99.00
2007 12 12 10 00 108  7.1  8.8  2.61 13.79  6.77 999 1015.8 999.0  25.9 999.0 99.0 99.00
2007 12 12 11 00  99  5.9  7.6  2.49 13.79  6.65 999 1015.5 999.0  25.9 999.0 99.0 99.00
2007 12 12 12 00  75  9.8 11.4  2.42  7.69  6.24 999 1015.1 999.0  25.9 999.0 99.0 99.00
2007 12 12 13 00  71  8.7 10.8  2.37  7.69  6.17 999 1014.9 999.0  25.9 999.0 99.0 99.00
2007 12 12 14 00  70  8.2  9.8  2.64  7.69  6.25 999 1014.7 999.0  25.9 999.0 99.0 99.00
2007 12 12 15 00  65  8.9 10.5  2.72  7.69  6.31 999 1014.8 999.0  25.9 999.0 99.0 99.00
2007 12 12 16 00  73  9.0 10.8  2.52  7.69  6.04 999 1015.1 999.0  25.9 999.0 99.0 99.00
2007 12 12 17 00  68  8.6 10.7  2.57  8.33  6.00 999 1015.7 999.0  25.8 999.0 99.0 99.00
2007 12 12 18 00  70  8.8 10.4  2.82  8.33  6.15 999 1016.4 999.0  25.8 999.0 99.0 99.00
2007 12 12 19 00  70  8.8 10.9  2.70  7.69  6.06 999 1016.9 999.0  25.8 999.0 99.0 99.00
2007 12 12 20 00  77  8.8 10.5  2.56  9.09  5.98 999 1017.4 999.0  25.9 999.0 99.0 99.00
2007 12 12 21 00  74  7.3  8.7  2.61  9.09  6.21 999 1017.4 999.0  25.9 999.0 99.0 99.00
2007 12 12 22 00  85  8.6 11.8  2.68  8.33  6.22 999 1017.1 999.0  25.9 999.0 99.0 99.00
2007 12 12 23 00  58  6.1  7.9  2.57  8.33  6.26 999 1016.1 999.0  25.9 999.0 99.0 99.00
2007 12 13 00 00  66  4.9  6.3  2.53  8.33  6.44 999 1015.3 999.0  25.9 999.0 99.0 99.00
2007 12 13 01 00  96  4.6  6.7  2.57  7.69  6.56 999 1015.2 999.0  26.0 999.0 99.0 99.00
2007 12 13 02 00  62  7.4  9.3  2.52  8.33  6.25 999 1015.2 999.0  26.0 999.0 99.0 99.00
2007 12 13 03 00  72  8.4 10.0  2.39  9.09  6.09 999 1015.4 999.0  26.0 999.0 99.0 99.00
2007 12 13 04 00  74  9.0 10.8  2.58  7.69  6.17 999 1015.9 999.0  26.0 999.0 99.0 99.00
